Year,Month,Platform,Region,Genre,Song Type,Age Group (18-24),Age Group (25-34),Age Group (35-44),Age Group (45-54),Age Group (55+),Male (%),Female (%),Device Type,Monthly Active Users (MAU),Monthly Streams,Revenue (USD),ARPU (USD),Paid Subscribers (%),Free Subscribers (%),Likes,Shares,Comments,Peak Streaming Hours (UTC),Churn Rate (%)
2019,03,Spotify,India,Pop,EP,2735,2772,1808,2633,2344,57,43,Mobile,159046,469728,157159,14.485223785033241,53,47,382,999,2871,00:00,29.959592699412653
2022,12,Amazon Music,Japan,Classical,Album,1273,3748,2427,1552,621,41,59,PS5,288571,498836,59669,7.353936259622599,62,38,282,2789,249,18:00,20.517860469351326
2024,10,YouTube,Europe,Pop,Album,2864,2148,3176,1130,1207,56,44,Mobile,401221,392654,114338,3.073496715132675,24,76,4917,4056,3710,12:00,36.74676435994908
2024,10,Spotify,Asia,Classical,EP,1225,3374,2490,1228,1422,60,40,PS5,446723,343920,138156,2.862221080073697,52,48,3510,3208,2194,21:00,36.84744792333299
2022,10,Apple Music,Asia,Pop,Single,1003,2841,2731,2084,1137,50,50,Tablet,180308,163343,84496,1.6417404072042758,16,84,2761,4468,4860,06:00,10.177324366260214
2023,11,Apple Music,Africa,Electronic,Single,1538,2864,3036,1447,2329,41,59,Desktop,402975,185376,158278,12.718882951222229,9,91,3453,4912,1473,12:00,13.557169034075521
2024,12,Spotify,Asia,Pop,Album,1516,2188,2513,2428,860,59,41,Mobile,359693,310052,184062,12.643120933535057,13,87,2425,4714,1953,12:00,43.982585705409356
2020,07,YouTube,Africa,Jazz,Single,1705,2998,3410,1441,1325,52,48,PS5,374345,280003,125449,11.779967372142004,6,94,2189,2954,3614,21:00,30.376148099613893
2022,11,Apple Music,Africa,Pop,EP,2630,2762,2733,1711,1998,56,44,Tablet,426635,313261,131518,4.893808334421527,63,37,388,688,1477,12:00,48.29185889591189
2019,09,Spotify,North America,Classical,EP,1148,2737,2944,2532,2316,36,64,Desktop,297064,199918,158350,15.953046821854743,24,76,3333,4534,4464,18:00,16.449661060228383
2019,08,Spotify,Japan,Pop,EP,2959,3736,1811,2097,1299,57,43,PS5,278580,246284,52873,11.583475227227046,23,77,1806,2793,2817,06:00,30.261014704486318
2022,11,YouTube,India,Hip-Hop,Single,2077,2277,1545,1402,2106,64,36,Desktop,235526,353076,65075,3.3957192123573723,56,44,1830,3824,2473,18:00,14.072504550263679
2019,10,YouTube,Asia,Hip-Hop,EP,1736,3174,2233,2956,1884,45,55,Desktop,233497,434058,67083,13.326240422764704,54,46,2677,1734,3669,12:00,44.31762444937743
2024,05,Apple Music,Africa,Rock,EP,2828,3570,3427,2314,952,60,40,PS5,109127,170847,59363,14.603610203520452,14,86,2889,1685,2736,21:00,45.73890128887294
2020,03,Apple Music,Europe,Jazz,EP,1460,3542,2291,1711,1334,37,63,Tablet,260384,155758,148932,4.692301456652791,46,54,4323,4777,4428,18:00,44.91736219528444
2022,04,Spotify,South America,Classical,Single,2794,2871,3215,1897,1620,51,49,Mobile,400445,400427,71607,2.4802227174590143,51,49,4021,3772,2208,21:00,39.22328314659842
2019,12,Apple Music,Japan,Hip-Hop,Album,2588,3023,1721,1904,1844,64,36,Tablet,175159,390001,168029,19.17050411861218,28,72,4721,1078,4079,21:00,17.697679330170807
2019,01,YouTube,South America,Pop,Single,2204,2337,2734,1025,815,64,36,Mobile,150804,299577,54403,2.458659255260194,10,90,1916,1121,2468,21:00,27.6310647538098
2022,06,Spotify,Europe,Classical,Album,2065,3987,3223,1636,1449,38,62,Tablet,156247,377532,139262,11.025657361740103,29,71,4586,1185,4010,21:00,42.58074096529063
2022,06,Apple Music,Japan,Jazz,EP,1338,3026,2740,1287,1486,36,64,Mobile,201519,394520,57508,1.9952345000762686,24,76,1350,2105,3108,12:00,29.32727991142783
2022,03,Amazon Music,Japan,Jazz,EP,2273,3493,3277,1581,557,42,58,Mobile,234017,190069,194125,7.156861612111598,34,66,3452,2279,3346,21:00,25.556426648007687
2022,03,Apple Music,South America,Classical,Single,1829,3701,3336,1064,2495,59,41,Tablet,231826,366667,195581,13.169720009020686,53,47,1934,236,3716,12:00,46.320855027237805
2023,08,Spotify,Africa,Jazz,Album,1241,3854,1898,2715,1932,40,60,Desktop,324841,394390,64462,14.858920106629364,16,84,4410,4287,2328,06:00,32.06028337098813
2024,03,Spotify,India,Pop,Album,2010,3418,2850,2947,1464,62,38,PS5,162467,452967,131215,12.500763622706003,18,82,2564,882,2701,21:00,37.1126861329264
2022,01,Spotify,Europe,Electronic,Single,1379,2769,3191,1114,1614,45,55,PS5,129857,464965,149043,1.4563930332752835,12,88,538,1253,125,12:00,21.066401812431074
2022,03,Spotify,Europe,Hip-Hop,Single,1911,2219,2129,2658,2054,36,64,Mobile,319387,127287,137809,5.374598620238057,37,63,1820,4845,1904,18:00,41.33441745215888
2022,06,Amazon Music,North America,Jazz,Single,1003,2417,2639,1858,1535,54,46,PS5,448453,436785,57152,3.4822198626298633,29,71,3401,367,287,06:00,46.03681743442902
2022,04,YouTube,Europe,Electronic,Single,2242,3406,1812,2213,1296,36,64,Mobile,366013,445846,145484,15.511934699964966,30,70,1123,1820,770,18:00,46.35285724621334
2019,02,Amazon Music,South America,Classical,Single,2006,3973,2363,2658,1000,56,44,PS5,166751,355030,106700,7.101484275275063,49,51,3147,3706,1637,21:00,21.869812880609416
2022,08,Amazon Music,India,Electronic,EP,2388,3172,1784,1416,1274,62,38,Mobile,441062,489159,149974,3.300264399684546,5,95,4132,2991,3305,18:00,14.159777599160073
2022,09,Spotify,Europe,Electronic,Single,2894,3077,3334,2311,822,47,53,Desktop,302543,292425,91134,6.846359008709319,55,45,3122,2919,3293,06:00,25.796258527697674
2019,02,Amazon Music,Asia,Electronic,Album,2136,3119,2554,2689,568,64,36,Desktop,139053,463899,184108,2.955057732623518,18,82,487,3716,861,12:00,48.40780400164549
2022,09,Spotify,India,Classical,Album,1954,3465,2170,1187,1319,53,47,Mobile,192376,198859,87872,14.895175604004903,49,51,3954,1107,622,12:00,28.51580400244937
2020,08,Apple Music,Asia,Electronic,EP,1603,3764,3442,1385,2391,49,51,Mobile,298554,332518,84642,1.9507342221022477,36,64,3599,2636,4791,18:00,7.9691431725912185
2024,09,Spotify,India,Pop,Single,2841,2639,1905,2234,641,48,52,Mobile,324180,485234,199793,17.56146963223317,12,88,3159,4902,4447,21:00,30.503590451756587
2020,11,Spotify,Asia,Pop,Single,2670,2736,3038,1190,1952,49,51,PS5,398223,288092,86732,9.791425418428682,49,51,1137,2174,1325,21:00,9.651093341324948
2019,11,Amazon Music,Africa,Classical,EP,1920,3728,3320,2699,2478,47,53,Mobile,156601,468408,117764,7.222504419552051,41,59,2679,4228,2825,18:00,24.307231970322825
2024,11,Amazon Music,South America,Pop,Single,2102,2316,3276,1773,990,62,38,Mobile,383803,146279,185817,7.208749126939,12,88,1318,4709,1411,18:00,5.901388130261048
2020,04,Amazon Music,Asia,Jazz,Album,1619,2339,3001,2545,1891,63,37,Desktop,166296,185272,167119,14.98295404962862,30,70,2349,4980,1642,12:00,16.3454286659607
2024,09,Spotify,India,Rock,Album,1443,3700,1816,2018,1704,54,46,PS5,152082,401825,152125,3.630246818258091,37,63,4325,4115,1914,06:00,18.414758429728344
2024,11,Spotify,North America,Rock,Single,1548,3289,2746,1740,1914,62,38,Mobile,291048,379824,66620,19.4911612244537,28,72,4740,4271,2815,18:00,48.57898248057956
2022,10,Apple Music,Africa,Pop,Album,2392,2949,2677,2232,1553,54,46,Mobile,116933,303182,92822,19.47391532908704,57,43,3593,2002,2556,06:00,15.78490203092954
2019,10,Spotify,Asia,Classical,EP,2034,3689,3416,2384,843,35,65,PS5,109998,107115,130857,17.350158570687334,27,73,4501,4668,4084,06:00,32.20377293287005
2019,02,Spotify,North America,Pop,Single,2198,3172,2560,2030,1240,56,44,Desktop,412196,282403,165492,12.267074940064884,51,49,4948,2742,3829,06:00,47.134130924895395
2022,11,YouTube,Japan,Electronic,Single,1719,2635,1894,1384,1502,63,37,Desktop,266973,359716,153541,8.720439645403346,58,42,4556,1537,2362,18:00,24.363663855317395
2020,03,Amazon Music,North America,Hip-Hop,Album,1005,3536,2907,1151,1071,59,41,PS5,300654,329316,74705,4.454848166318074,17,83,4008,1528,4416,18:00,48.70189590297227
2020,01,YouTube,India,Hip-Hop,EP,2942,3800,1895,2146,1520,49,51,Tablet,155023,181441,110055,9.998219184626688,25,75,2467,968,2907,21:00,25.459964147112554
2024,01,Spotify,Japan,Hip-Hop,Album,2909,3762,2983,1167,1446,49,51,Desktop,230388,252572,146750,16.59178234615894,47,53,3210,2917,1673,12:00,40.41214460901778
2022,04,Amazon Music,Asia,Electronic,Album,2274,2476,1573,1996,1999,52,48,Tablet,366751,446656,177918,1.449823282196153,58,42,3038,1565,3542,06:00,22.871378915256198
2023,06,YouTube,Japan,Pop,EP,2849,3919,2569,2593,1356,43,57,Mobile,458349,492304,63555,1.544136687615202,62,38,762,3697,4714,06:00,16.49741005101466
2020,11,Amazon Music,Europe,Hip-Hop,Album,1307,2391,3308,2819,1088,54,46,Desktop,399633,325305,146502,9.930178161466316,66,34,1927,663,233,06:00,9.725020232162109
2024,09,Apple Music,India,Hip-Hop,Single,2455,3385,3150,1248,957,61,39,Tablet,302049,144235,114372,6.993619396760959,10,90,1930,3245,286,18:00,42.25175646088875
2023,05,Amazon Music,South America,Hip-Hop,EP,1656,2334,1697,1048,906,38,62,PS5,367570,180721,192724,14.357689127170008,48,52,4238,3779,2215,18:00,20.1820197556273
2019,10,Spotify,Japan,Hip-Hop,EP,1459,2509,2080,2399,1633,61,39,Desktop,115445,304833,152464,17.728203442863748,43,57,2213,190,2558,00:00,36.11979732701364
2024,09,Spotify,North America,Jazz,EP,2973,2614,3074,1644,2392,60,40,Desktop,495984,199290,132925,14.385812065424096,22,78,3509,4568,133,06:00,45.78362711139921
